/BIC/ZVCH_STAT,TXTSH,TXTMD,TXTLG
2232,ХАКОЛХ,ХАКОЛАХТИ,ХАКОЛАХТИ
2233,ОЯЯРВИ,ОЯЯРВИ,ОЯЯРВИ
2234,ПУКИНН,ПУКИННИЕМИ,ПУКИННИЕМИ
2235,,ОП 199 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 199 КМ
2236,,ОП 192 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 192 КМ
2240,ХИЙТОЛ,ХИЙТОЛА,ХИЙТОЛА
2241,ХАУККВ,ХАУККАВААРА,ХАУККАВААРА
2242,АЛХО,АЛХО,АЛХО
2250,БОРОВН,БОРОВИНКА,БОРОВИНКА
2261,ЛОСЕВО,ЛОСЕВО,ЛОСЕВО
2262,ОП79КМ,ОП 79 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 79 КМ
2263,ОП78КМ,ОП 78 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 78 КМ
2264,ПЕТЯЯР,ПЕТЯЯРВИ,ПЕТЯЯРВИ
2265,,ЛОСЕВО I,ЛОСЕВО I
2270,ГРОМОВ,ГРОМОВО,ГРОМОВО
2271,СУХДОЛ,СУХОДОЛЬЕ,СУХОДОЛЬЕ
2281,ОТРАДН,ОТРАДНОЕ,ОТРАДНОЕ
2290,МЮЛЛЮП,МЮЛЛЮПЕЛЬТО,МЮЛЛЮПЕЛЬТО
2291,СИНЕВО,СИНЕВО,СИНЕВО
2300,ПРИОЗР,ПРИОЗЕРСК,ПРИОЗЕРСК
2301,КАПЕАС,КАПЕАСАЛМИ,КАПЕАСАЛМИ
2302,,ОП 148 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 148 КМ
2310,КУЗНЕЧ,КУЗНЕЧНОЕ,КУЗНЕЧНОЕ
2311,ОП168К,ОП 168 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 168 КМ
2312,,ОП 165 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 165 КМ
2313,,ПЛ 159 КМ,ПЛАТФОРМА 159 КМ
2320,ЭЛИСЕН,ЭЛИСЕНВААРА,ЭЛИСЕНВААРА
2321,АККАХР,АККАХАРЬЮ,АККАХАРЬЮ
2322,ИХАЛА,ИХАЛА,ИХАЛА
2323,ОП 3КМ,ОП  3 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  3 КМ
2324,СОРЙО,СОРЙО,СОРЙО
2325,СЮВЯОР,СЮВЯОРО,СЮВЯОРО
2330,СЮВЯ-Э,СЮВЯОРО-ЭКСП,СЮВЯОРО-ЭКСПОРТ
2331,,СЮВЯОРО-Э,СЮВЯОРО-ЭКСПОРТ
2340,ВЫБР-П,ВЫБОРГ-ПЕРЕВ,ВЫБОРГ-ПЕРЕВАЛКА
2350,ВЫСЦ-П,ВЫСОЦК-ПЕР,ВЫСОЦК-ПЕРЕВАЛКА
2360,ЯККИМА,ЯККИМА,ЯККИМА
2361,ХУХОЯМ,ХУХОЯМЯКИ,ХУХОЯМЯКИ
2362,КУММУН,КУММУНЙОКИ,КУММУНЙОКИ
2363,НИВА,НИВА,НИВА
2364,КУОККА,КУОККАНИЭМИ,КУОККАНИЭМИ
2366,ТУОКСЛ,ТУОКСЛАХТИ,ТУОКСЛАХТИ
2367,,ЛАХДЕНПОХЬЯ,ЛАХДЕНПОХЬЯ
2370,СОРТАВ,СОРТАВАЛА,СОРТАВАЛА
2380,ХЕЛЮЛЯ,ХЕЛЮЛЯ,ХЕЛЮЛЯ
2381,РЮТТЮ,РЮТТЮ,РЮТТЮ
2390,КААЛАМ,КААЛАМО,КААЛАМО
2400,МАТКАС,МАТКАСЕЛЬКЯ,МАТКАСЕЛЬКЯ
2410,ВЯРТСЛ,ВЯРТСИЛЯ,ВЯРТСИЛЯ
2411,ПЯЛЬКЬ,ПЯЛЬКЬЯРВИ,ПЯЛЬКЬЯРВИ
2412,ПЯЛЬКС,ПЯЛЬКСААРИ,ПЯЛЬКСААРИ
2420,ВЯРТ-Э,ВЯРТСИЛЯ-ЭКС,ВЯРТСИЛЯ-ЭКСПОРТ
2440,ОЛОНЕЦ,ОЛОНЕЦ,ОЛОНЕЦ
2441,ИНЕМА,ИНЕМА,ИНЕМА
2442,ТУУКСА,ТУУКСА,ТУУКСА
2450,ИЛЬИНС,ИЛЬИНСКАЯ,ИЛЬИНСКАЯ
2451,,ОП 150 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 150 КМ
2452,ТУЛОКС,ТУЛОКСА,ТУЛОКСА
2453,,ОП 141 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 141 КМ
2460,ВИДЛИЦ,ВИДЛИЦА,ВИДЛИЦА
2461,ПГРНКН,ПОГРАНКОНДУШ,ПОГРАНКОНДУШИ
2462,КУРКУН,КУРКУНКУЛА,КУРКУНКУЛА
2463,,ОП 109 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 109 КМ
2470,САЛМИ,САЛМИ,САЛМИ
2471,САТУЛИ,САТУЛИ,САТУЛИ
2472,УУКСУ2,УУКСУ2,УУКСУ2
2473,И-УУКС,ИЛЯ-УУКСУ,ИЛЯ-УУКСУ
2480,ПИТКЯР,ПИТКЯРАНТА,ПИТКЯРАНТА
2481,КОЙРИН,КОЙРИНОЯ,КОЙРИНОЯ
2482,КИТЕЛЯ,КИТЕЛЯ,КИТЕЛЯ
2490,ЛЕППЯС,ЛЕППЯСИЛТА,ЛЕППЯСИЛТА
2491,ИМПИЛА,ИМПИЛАХТИ,ИМПИЛАХТИ
2492,ВЯЛИМЯ,ВЯЛИМЯКИ,ВЯЛИМЯКИ
2500,ЛЯСКЕЛ,ЛЯСКЕЛЯ,ЛЯСКЕЛЯ
2510,ХАРЛУ,ХАРЛУ,ХАРЛУ
2511,ХЯМЕКО,ХЯМЕКОСКИ,ХЯМЕКОСКИ
2512,ЯНИС'Я,ЯНИС'ЯРВИ,ЯНИС'ЯРВИ
2513,АЛАЛАМ,АЛАЛАМПИ,АЛАЛАМПИ
2514,ПИРТИП,ПИРТТИПОХЬЯ,ПИРТТИПОХЬЯ
2530,ЧАЛ-ОН,ЧАЛНА-ОНЕЖ.,ЧАЛНА-ОНЕЖСКАЯ
2531,ОП509К,ОП 509 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 509 КМ
2532,ПАДОЗР,ПАДОЗЕРО,ПАДОЗЕРО
2540,ПАДОЗР,ПАДОЗЕРО,ПАДОЗЕРО
2541,КУТИЖМ,КУТИЖМА,КУТИЖМА
2542,СЯНЬГА,СЯНЬГА,СЯНЬГА
2543,ВИЛЛАГ,ВИЛЛАГОРА,ВИЛЛАГОРА
2550,ЭССОЙЛ,ЭССОЙЛА,ЭССОЙЛА
2560,ИМАТОЗ,ИМАТОЗЕРО,ИМАТОЗЕРО
2570,Н.ПЕСК,НОВЫЕ ПЕСКИ,НОВЫЕ ПЕСКИ
2571,ЗАСТАВ,ЗАСТАВА,ЗАСТАВА
2573,ХАУТАВ,ХАУТАВААРА,ХАУТАВААРА
2575,ВЕРККО,ВЕРККО,ВЕРККО
2576,,ПЛ ЗАСТАВА,ПЛАТФОРМА ЗАСТАВА
2580,СУОЯР1,СУОЯРВИ 1,СУОЯРВИ 1
2581,ПАПЕРО,ПАПЕРО,ПАПЕРО
2590,ПИЙТСИ,ПИЙТСИЕКИ,ПИЙТСИЕКИ
2591,НЯЯТЯО,НЯЯТЯОЯ,НЯЯТЯОЯ
2600,ЛОЙМОЛ,ЛОЙМОЛА,ЛОЙМОЛА
2610,РАЙКОН,РАЙКОНКОСКИ,РАЙКОНКОСКИ
2611,ОП346К,ОП 346 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 346 КМ
2620,ЛЕППЯС,ЛЕППЯСЮРЬЯ,ЛЕППЯСЮРЬЯ
2621,СУЙСТА,СУЙСТАМО,СУЙСТАМО
2622,АЛАТТУ,АЛАТТУ,АЛАТТУ
2623,ЛЕППЯС,ЛЕППЯСЮРЬЯ,ЛЕППЯСЮРЬЯ
2630,СУОЯР2,СУОЯРВИ 2,СУОЯРВИ 2
2632,СУОЕКИ,СУОЕКИ,СУОЕКИ
2633,ОП22КМ,ОП 22 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 22 КМ
2640,НАЙСТН,НАЙСТЕН'ЯРВИ,НАЙСТЕН'ЯРВИ
2641,ОП35КМ,ОП 35 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 35 КМ
2650,ЛАХКОЛ,ЛАХКОЛАМЕН,ЛАХКОЛАМЕН
2651,ОП55КМ,ОП 55 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 55 КМ
2661,ТУМСОЗ,ТУМАСОЗЕРО,ТУМАСОЗЕРО
2670,ПОРСОЗ,ПОРОСОЗЕРО,ПОРОСОЗЕРО
2680,АКОН'Я,АКОН'ЯРВИ,АКОН'ЯРВИ
2691,ОП123К,ОП 123 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 123 КМ
2692,РУГОЛМ,РУГОЛАМБИ,РУГОЛАМБИ
2693,ГИМОЛЬ,ГИМОЛЬСКАЯ,ГИМОЛЬСКАЯ
2700,СУККОЗ,СУККОЗЕРО,СУККОЗЕРО
2701,БРУСНЧ,БРУСНИЧНАЯ,БРУСНИЧНАЯ
2702,ОП148К,ОП 148 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 148 КМ
2703,КАНГАС,КАНГАС,КАНГАС
2711,ОП170К,ОП 170 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 170 КМ
2712,СУУН,СУУН,СУУН
2721,Р197КМ,РЗД 197 КМ,РАЗ'ЕЗД 197 КМ
2722,МОТКО,МОТКО,МОТКО
2723,ЛЕНДЕР,ЛЕНДЕРЫ,ЛЕНДЕРЫ
2730,ЛЕНДЕР,ЛЕНДЕРЫ,ЛЕНДЕРЫ
2740,ПЕНИНГ,ПЕНИНГА,ПЕНИНГА
2741,ВОЛОМА,ВОЛОМА,ВОЛОМА
2750,СОНОЗР,СОНОЗЕРО,СОНОЗЕРО
2751,СЕЛЬГА,СЕЛЬГА,СЕЛЬГА
2760,МУЕЗЕР,МУЕЗЕРКА,МУЕЗЕРКА
2770,ЛЕДМОЗ,ЛЕДМОЗЕРО,ЛЕДМОЗЕРО
2771,КИМСОЗ,КИМАСОЗЕРО,КИМАСОЗЕРО
2772,ХИЖОЗР,ХИЖОЗЕРО,ХИЖОЗЕРО
2773,ЛДМЗР2,ЛЕДМОЗЕРО 2,ЛЕДМОЗЕРО 2
2774,ПРТОЗР,ПЕРТОЗЕРО,ПЕРТОЗЕРО
2775,,РЗД 24 КМ,РАЗЪЕЗД 24 КМ
2780,КОСТ-Т,КОСТОМУКША-Т,КОСТОМУКША-ТОВАРНАЯ
2790,КОСТ-П,КОСТОМУКША-П,КОСТОМУКША-ПАССАЖИРСКАЯ
2800,КИВИЯР,КИВИЯРВИ,КИВИЯРВИ
2810,КИВИ-Э,КИВИЯРВИ-ЭКС,КИВИЯРВИ-ЭКСПОРТ
2811,,КИВИЯРВИ-САИПС,КИВИЯРВИ САИПС
2830,БОРОВ,БОРОВАЯ,БОРОВАЯ
2831,ЮШКОЗР,ЮШКОЗЕРО,ЮШКОЗЕРО
2850,БУСЛОВ,БУСЛОВСКАЯ,БУСЛОВСКАЯ
2851,,БУСЛОВСКАЯ-САИПС,БУСЛОВСКАЯ САИПС
3000,СП-С-М,С-ПЕТ-С-МОСК,САНКТ-ПЕТЕРБУРГ-СОРТ.-МОС
3009,,ПСМ-УСЛ,ПСМ-УСЛ
3010,НЕВДБС,НЕВДУБСТРОЙ,НЕВДУБСТРОЙ
3011,ОП11КМ,ОП 11 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 11 КМ
3012,ГРИБН,ГРИБНОЕ,ГРИБНОЕ
3013,ОП 6КМ,ОП  6 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  6 КМ
3014,ОП 4КМ,ОП  4 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  4 КМ
3015,,СПБ-С-М-В-НСУ 5,СПБ-С-М-В-НСУ 5
3016,,СПБ-С-М-В-НСУ 10,СПБ-С-М-В-НСУ 10
3017,,СПБ-С-М-ГЛ,СПБ-С-М-ГЛ
3018,,СПБ-С-М-СПБ-Т-М,СПБ-С-М-СПБ-Т-М
3019,,СПБ-С-М-К,СПБ-С-М-К
3020,МГА,МГА,МГА
3021,ОП45КМ,ОП 45 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 45 КМ
3022,ГОРЫ,ГОРЫ,ГОРЫ
3023,ВОЙТОЛ,ВОЙТОЛОВКА,ВОЙТОЛОВКА
3024,,СПБ-С-М-Р,СПБ-С-М-Р
3025,,СПБ-С-М-СЛ,СПБ-С-М-СЛ
3040,ПВ Н/Н,ПАВЛОВО-Н/НВ,ПАВЛОВО-НА-НЕВЕ
3041,ГЕРОЙС,ГЕРОЙСКАЯ,ГЕРОЙСКАЯ
3042,ОСТРВК,ОСТРОВКИ,ОСТРОВКИ
3043,ОП20КМ,ОП 20 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 20 КМ
3050,МАНУШК,МАНУШКИНО,МАНУШКИНО
3052,КОЛТУШ,КОЛТУШИ,КОЛТУШИ
3053,МЯГЛОВ,МЯГЛОВО,МЯГЛОВО
3054,ОП16КМ,ОП 16 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 16 КМ
3055,ОП11КМ,ОП 11 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 11 КМ
3056,ОП7КМ,ОП 7 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 7 КМ
3057,ОП5КМ,ОП 5 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 5 КМ
3058,ОП2КМ,ОП 2 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2 КМ
3060,ПЕЛЛА,ПЕЛЛА,ПЕЛЛА
3061,ИВАНВС,ИВАНОВСКАЯ,ИВАНОВСКАЯ
3062,ОП29КМ,ОП 29 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 29 КМ
3070,САПЕРН,САПЕРНАЯ,САПЕРНАЯ
3071,ПОНТОН,ПОНТОННАЯ,ПОНТОННАЯ
3080,ИЖОРЫ,ИЖОРЫ,ИЖОРЫ
3081,,ОП 19 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 19 КМ
3090,РЫБАЦК,РЫБАЦКОЕ,РЫБАЦКОЕ
3100,ОБУХОВ,ОБУХОВО,ОБУХОВО
3101,ФАРФРВ,ФАРФОРОВСКАЯ,ФАРФОРОВСКАЯ
3103,НАВАЛЧ,НАВАЛОЧНАЯ,НАВАЛОЧНАЯ
3120,УШАКИ,УШАКИ,УШАКИ
3122,ЗАРЕЧ,ЗАРЕЧЕНСКАЯ,ЗАРЕЧЕНСКАЯ
3129,,ТОСНО-САБ-ЧН,ТОСНО-САБ-ЧН
3130,ТОСНО,ТОСНО,ТОСНО
3131,ТОСНО2,ТОСНО 2,ТОСНО 2
3132,,ПП 43 КМ,ПУТЕВОЙ ПОСТ 43 КМ
3133,САБЛИН,САБЛИНО,САБЛИНО
3134,ПОПОВК,ПОПОВКА,ПОПОВКА
3135,ОП39КМ,ОП 39 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 39 КМ
3136,,АВТОЗАВОД,АВТОЗАВОД
3137,ОП36КМ,ОП 36 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 36 КМ
3138,,ТОСНО-УШАКИ,ТОСНО-УШАКИ
3139,,ТОСНО-САБЛ-Ч,ТОСНО-САБЛ-Ч
3141,,ТОСНО-СТЕК,ТОСНО-СТЕК
3142,,ТОСНО-НУРМА,ТОСНО-НУРМА
3150,ШАПКИ,ШАПКИ,ШАПКИ
3151,ОП13КМ,ОП 13 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 13 КМ
3152,НУРМА,НУРМА,НУРМА
3160,КОЛПИН,КОЛПИНО,КОЛПИНО
3161,ИЖ.ЗАВ,ИЖОРСК.ЗАВОД,ИЖОРСКИЙ ЗАВОД
3162,МЕТЛСТ,МЕТАЛЛСТРОЙ,МЕТАЛЛСТРОЙ
3163,СЛАВЯН,СЛАВЯНКА,СЛАВЯНКА
3180,СП-Т-М,С-ПЕТ-Т-МОС,САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСК
3181,С-П-ГЛ,С-ПЕТЕРБ-ГЛ,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ
3182,,СПБ-Т-М-СПБ-Г1,СПБ-Т-М-СПБ-Г1
3183,,СПБ-Т-М-СПБ-Г2,СПБ-Т-М-СПБ-Г2
3184,,СПБ-Т-М-СПБ-С-М1,СПБ-Т-М-СПБ-С-М1
3185,,СПБ-Т-М-СПБ-С-М2,СПБ-Т-М-СПБ-С-М2
3186,,СПБ-Т-М-СПБ-С-М3,СПБ-Т-М-СПБ-С-М3
3187,,СПБ-Т-М-В,СПБ-Т-М-В
3188,,СПБ-Т-М-ГЛ1,СПБ-Т-М-ГЛ1
3189,,СПБ-Т-М-ГЛ2,СПБ-Т-М-ГЛ2
3210,ПУСТЫН,ПУСТЫНЬКА,ПУСТЫНЬКА
3211,ОП22КМ,ОП 22 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 22 КМ
3212,КНЯЖЛС,КНЯЖЕЛИСИНО,КНЯЖЕЛИСИНО
3213,СТЕКОЛ,СТЕКОЛЬНЫЙ,СТЕКОЛЬНЫЙ
3214,ОП29КМ,ОП 29 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 29 КМ
3230,НВЛИСН,НОВОЛИСИНО,НОВОЛИСИНО
3231,,ПЛ 40 КМ,ПЛАТФОРМА 40 КМ
3232,ОП36КМ,ПЛ 36   КМ,ПЛАТФОРМА 36   КМ
3233,ВЛДМРС,ВЛАДИМИРСКАЯ,ВЛАДИМИРСКАЯ
3235,КОБРАЛ,КОБРАЛОВО,КОБРАЛОВО
3236,ПЛ34КМ,ПЛ 34   КМ,ПЛАТФОРМА 34   КМ
3240,АНТРОП,АНТРОПШИНО,АНТРОПШИНО
3250,ПАВЛОВ,ПАВЛОВСК,ПАВЛОВСК
3260,АНТР-Э,АНТРОПШ-ЭКС,АНТРОПШИНО-ЭКСПОРТ
3270,ДЕТС.С,ДЕТСКОЕ СЕЛО,ДЕТСКОЕ СЕЛО
3271,ОП21КМ,ОП 21 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 21 КМ
3290,ШУШР-Э,ШУШАРЫ-ЭКСП,ШУШАРЫ-ЭКСПОРТ
3291,,ШУШАРЫ-ЦАР.С,ШУШАРЫ-ЦАР.С
3292,,ШУШАРЫ-КУПЧ,ШУШАРЫ-КУПЧ
3293,,ШУШАРЫ-СРЕДН,ШУШАРЫ-СРЕДН
3294,,ШУШАРЫ-С-П-П-ВИТ,ШУШАРЫ-С-П-П-ВИТ
3298,,ШУШАРЫ-ЧЕТ,ШУШАРЫ-ЧЕТ
3299,ПАРВ.М,ПАРОВОЗН.МУЗ,ПАРОВОЗНЫЙ МУЗЕЙ
3300,ШУШАРЫ,ШУШАРЫ,ШУШАРЫ
3302,КУПЧИН,КУПЧИНО,КУПЧИНО
3303,ПР.СЛВ,ПРОСП.СЛАВЫ,ПРОСПЕКТ СЛАВЫ
3304,ВЗДХ.П,ВОЗДУХПЛ.ПРК,ВОЗДУХОПЛАВАТЕЛЬНЫЙ ПАРК
3305,,БОРОВАЯ,БОРОВАЯ
3306,С-П-ВТ,С-ПЕТЕРБ-ВИТ,САНКТ-ПЕТЕРБУРГ-ВИТЕБСКИЙ
3310,КУПЧНС,КУПЧИНСКАЯ,КУПЧИНСКАЯ
3320,БАДАЕВ,БАДАЕВСКАЯ,БАДАЕВСКАЯ
3330,КПЧ-ЭК,КУПЧИНСКАЯ-Э,КУПЧИНСКАЯ-ЭКСПОРТ
3340,ВОЛКВС,ВОЛКОВСКАЯ,ВОЛКОВСКАЯ
3341,ГЛУХОЗ,ГЛУХООЗЕРСК,ГЛУХООЗЕРСКАЯ
3350,СП-Т-В,С-ПЕТ-Т-ВИТ,САНКТ-ПЕТЕРБУРГ-ТОВ.-ВИТЕ
3351,Л-С-ВТ,ЛЕН-СОРТ-ВИТ,ЛЕНИНГРАД-СОРТИРОВОЧНЫЙ-В
3360,ДДОЛ-П,ДАЧА ДОЛ-ПЕР,ДАЧА ДОЛГОРУКОВА-ПЕРЕВАЛК
3380,ФРЕЗЕР,ФРЕЗЕРНЫЙ,ФРЕЗЕРНЫЙ
3382,САБОРЫ,САБОРЫ,САБОРЫ
3383,ОП13КМ,ОП 13 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 13 КМ
3384,ОП14КМ,ОП 14 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 14 КМ
3390,С-П-ВЭ,С-ПЕТ-ВАРШ-Э,САНКТ-ПЕТЕРБУРГ-ВАРШ-ЭКСП
3400,Г-Т-БЛ,ГАТЧ-ТОВ-БАЛ,ГАТЧИНА-ТОВАРНАЯ-БАЛТИЙСК
3402,ГАТЧ-В,ГАТЧИНА-ВАРШ,ГАТЧИНА-ВАРШАВСКАЯ
3403,ТАТЬЯН,ТАТЬЯНИНО,ТАТЬЯНИНО
3404,МОЗИНО,МОЗИНО,МОЗИНО
3405,СТ.МОЗ,СТАР.МОЗИНО,СТАРОЕ МОЗИНО
3406,,ГАТЧИНА-ЗАП-ПАРК,ГАТЧИНА-ЗАПАДНЫЙ ПАРК
3410,Г-П-БЛ,ГАТЧ-ПАС-БАЛ,ГАТЧИНА-ПАССАЖИРСКАЯ-БАЛТ
3411,МАРИЕН,МАРИЕНБУРГ,МАРИЕНБУРГ
3412,ПУДОСТ,ПУДОСТЬ,ПУДОСТЬ
3413,,ГАТЧИНА-Т-БАЛ-ФР,ГАТЧИНА-Т-БАЛ-ФР
3414,,ГАТЧИНА-Т-Б-ГАТ-П-Б,ГАТЧИНА-Т-БАЛ-ГАТ-П-Б
3415,,ГАТЧИНА-Т-БАЛ-ВОЙ,ГАТЧИНА-Т-БАЛ-ВОЙ
3416,,ГАТЧИНА-Т-Б-ГАТ-ВАР-П-Б,ГАТЧИНА-Т-Б-ГАТ-ВАР-П-Б
3417,,ГАТЧИНА-Т-Б-ГАТ-ВАР-П-А,ГАТЧИНА-Т-Б-ГАТ-ВАР-П-А
3420,ТАЙЦЫ,ТАЙЦЫ,ТАЙЦЫ
3421,МОЖАЙС,МОЖАЙСКАЯ,МОЖАЙСКАЯ
3430,КР.СЕЛ,КРАСНОЕ СЕЛО,КРАСНОЕ СЕЛО
3431,СКАЧКИ,СКАЧКИ,СКАЧКИ
3440,ГОРЕЛВ,ГОРЕЛОВО,ГОРЕЛОВО
3450,ЛИГОВО,ЛИГОВО,ЛИГОВО
3451,УЛЬЯНК,УЛЬЯНКА,УЛЬЯНКА
3452,ДАЧНОЕ,ДАЧНОЕ,ДАЧНОЕ
3460,ЛИГВ-Э,ЛИГОВО-ЭКСП,ЛИГОВО-ЭКСПОРТ
3470,ВЕРЕВО,ВЕРЕВО,ВЕРЕВО
3471,КАНДАК,КАНДАКОПШИНО,КАНДАКОПШИНО
3472,,ОП 29 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 29 КМ
3480,АЛКСНД,АЛЕКСАНДРОВС,АЛЕКСАНДРОВСКАЯ
3481,ШОССЕЙ,ШОССЕЙНАЯ,ШОССЕЙНАЯ
3482,АЭРОПР,АЭРОПОРТ,АЭРОПОРТ
3490,СРДНРГ,СРЕДНЕРОГАТС,СРЕДНЕРОГАТСКАЯ
3500,ПРДПРТ,ПРЕДПОРТОВАЯ,ПРЕДПОРТОВАЯ
3501,ПРЕДПР,ПРЕДПОРТОВАЯ,ПРЕДПОРТОВАЯ
3510,НВ.П-П,НОВЫЙ ПОРТ-П,НОВЫЙ ПОРТ-ПЕРЕВАЛКА
3520,ЦВЕТОЧ,ЦВЕТОЧНАЯ,ЦВЕТОЧНАЯ
3530,С-П-ВР,С-ПЕТЕРБ-ВАР,САНКТ-ПЕТЕРБУРГ-ВАРШАВСКИ
3531,С-П-ВБ,С-ПЕТ-(В+Б),САНКТ-ПЕТЕРБУРГ-(ВАРШАВ+Б
3532,БРОНЕВ,БРОНЕВАЯ,БРОНЕВАЯ
3533,ЛЕН.ПР,ЛЕН.ПРОСПЕКТ,ЛЕНИНСКИЙ ПРОСПЕКТ
3534,,ЛЕНИНС ПР(ВАРШ),ЛЕНИНСКИЙ ПРОСПЕКТ(ВАРШ)
3540,АВТ-П,АВТОВО-ПЕРЕВ,АВТОВО-ПЕРЕВАЛКА
3550,АВТОВО,АВТОВО,АВТОВО
3560,АВТ-ЭК,АВТОВО-ЭКСП,АВТОВО-ЭКСПОРТ
3570,НАРВСК,НАРВСКАЯ,НАРВСКАЯ
3571,КОРП.П,КОРПУСН.ПОСТ,КОРПУСНЫЙ ПОСТ
3580,Н.ПОРТ,НОВЫЙ ПОРТ,НОВЫЙ ПОРТ
3590,Н.ПР-Э,НОВ.ПОРТ-ЭКС,НОВЫЙ ПОРТ-ЭКСПОРТ
3600,С-П-БЛ,С-ПЕТЕР-БАЛТ,САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИ
3610,МЕЛН.Р,МЕЛЬН.РУЧЕЙ,МЕЛЬНИЧНЫЙ РУЧЕЙ
3611,РОМАНВ,РОМАНОВКА,РОМАНОВКА
3612,КОРНЕВ,КОРНЕВО,КОРНЕВО
3613,ПРОБА,ПРОБА,ПРОБА
3614,ЩЕГЛОВ,ЩЕГЛОВО,ЩЕГЛОВО
3620,ПРДП-Э,ПРЕДПОРТ-ЭКС,ПРЕДПОРТОВАЯ-ЭКСПОРТ
3621,ИРИНВК,ИРИНОВКА,ИРИНОВКА
3622,РАХЬЯ,РАХЬЯ,РАХЬЯ
3630,Б.ГРИВ,БОРИС.ГРИВА,БОРИСОВА ГРИВА
3631,ВАГАНВ,ВАГАНОВО,ВАГАНОВО
3632,ОП44КМ,ОП 44 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 44 КМ
3633,ЛАД.ОЗ,ЛАДОЖСКОЕ ОЗ,ЛАДОЖСКОЕ ОЗЕРО
3640,КИР.ЗА,КИРП.ЗАВОД,КИРПИЧНЫЙ ЗАВОД
3641,РАДЧНК,РАДЧЕНКО,РАДЧЕНКО
3642,ДУНАЙ,ДУНАЙ,ДУНАЙ
3643,ОП19КМ,ОП 19 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 19 КМ
3644,ОП21КМ,ОП 21 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 21 КМ
3650,ПТРКРП,ПЕТРОКРЕПОСТ,ПЕТРОКРЕПОСТЬ
3651,САДЫ,САДЫ,САДЫ
3652,ЧЕР.РЧ,ЧЕРНАЯ РЕЧКА,ЧЕРНАЯ РЕЧКА
3653,ТЕПЛБТ,ТЕПЛОБЕТОНН,ТЕПЛОБЕТОННАЯ
3654,ОП37КМ,ОП 37 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 37 КМ
3660,Н.ДУБР,НЕВСКАЯ ДУБР,НЕВСКАЯ ДУБРОВКА
3670,Д ДЛ-Э,ДАЧА ДОЛГ-ЭК,ДАЧА ДОЛГОРУКОВА-ЭКСПОРТ
3671,ВСЕВЛЖ,ВСЕВОЛОЖСКАЯ,ВСЕВОЛОЖСКАЯ
3672,БЕРНГР,БЕРНГАРДОВКА,БЕРНГАРДОВКА
3673,КОВАЛВ,КОВАЛЕВО,КОВАЛЕВО
3674,П-КОВЛ,ПОСТ-КОВАЛЕВ,ПОСТ-КОВАЛЕВО
3680,НЕВА,НЕВА,НЕВА
3690,ЗАН.ПС,ЗАНЕВ.ПОСТ,ЗАНЕВСКИЙ ПОСТ
